LOCALDATE,RVR_1A,MOR_1A,LIGHTS,PAINS,QNH AERODROME,QFE R06,TEMP,RH,DEWPOINT,WS2A,WD2A,CW2A
2020/3/12 08:09,3000,3100,100,1017,1018.54,1016.98,10.25,83.5,7.6,2.5,82,1.02
2020/3/12 08:09,3000,3100,100,1017,1018.54,1016.98,10.28,83.75,7.66,2.57,82,1.04
2020/3/12 08:10,3000,3100,100,1017,1018.54,1016.98,10.3,84,7.73,2.63,81,1.03
2020/3/12 08:10,3000,3100,100,1017,1018.54,1016.98,10.35,84.25,7.82,2.59,81,1.01
2020/3/12 08:10,3000,3100,100,1017,1018.54,1016.98,10.4,84.5,7.92,2.61,82,1.06
2020/3/12 08:10,3000,3100,100,1017,1018.54,1016.98,10.45,84.75,8.01,2.6,81,1.01
2020/3/12 08:11,3000,3100,100,1017,1018.54,1016.98,10.5,85,8.1,2.59,81,1.01
2020/3/12 08:11,3000,3100,100,1017,1018.54,1016.98,10.5,84.5,8.02,2.63,82,1.07
2020/3/12 08:11,3000,3100,100,1017,1018.54,1016.98,10.5,84,7.93,2.61,82,1.06
2020/3/12 08:11,3000,3100,100,1017,1018.54,1016.98,10.5,83.5,7.84,2.56,81,1
2020/3/12 08:12,3000,3100,100,1017,1018.54,1016.98,10.5,83,7.76,2.53,79,0.9
2020/3/12 08:12,3000,3100,100,1017,1018.54,1016.98,10.5,83,7.76,2.5,78,0.85
2020/3/12 08:12,3000,3200,100,1017,1018.54,1016.98,10.5,83,7.76,2.44,78,0.84
2020/3/12 08:12,3000,3200,100,1017,1018.54,1016.98,10.5,83,7.76,2.45,80,0.92
2020/3/12 08:13,3000,3200,100,1017,1018.54,1016.98,10.5,83,7.76,2.47,81,0.97
2020/3/12 08:13,3000,3200,100,1017,1018.54,1016.98,10.53,82.75,7.74,2.49,81,0.97
2020/3/12 08:13,3000,3200,100,1017,1018.54,1016.98,10.55,82.5,7.72,2.53,81,0.99
2020/3/12 08:13,3000,3200,100,1017,1018.54,1016.98,10.57,82.25,7.7,2.59,82,1.05
2020/3/12 08:14,3000,3200,100,1017,1018.54,1016.98,10.6,82,7.68,2.64,84,1.16
2020/3/12 08:14,3000,3200,100,1017,1018.54,1016.98,10.6,82,7.68,2.64,84,1.16
2020/3/12 08:14,3000,3200,100,1017,1018.54,1016.98,10.6,82,7.68,2.62,84,1.15
2020/3/12 08:14,3000,3200,100,1017,1018.54,1016.98,10.6,82,7.68,2.58,83,1.09
2020/3/12 08:15,3000,3200,100,1017,1018.54,1016.98,10.6,82,7.68,2.54,82,1.03
2020/3/12 08:15,3000,3200,100,1017.02,1018.56,1017,10.6,81.5,7.59,2.49,82,1.01
2020/3/12 08:15,3000,3200,100,1017.05,1018.59,1017.03,10.6,81,7.5,2.38,83,1.01
2020/3/12 08:15,3000,3200,100,1017.08,1018.62,1017.06,10.6,80.5,7.41,2.34,84,1.03
2020/3/12 08:16,3000,3200,100,1017.1,1018.64,1017.08,10.6,80,7.32,2.35,85,1.07
2020/3/12 08:16,3000,3100,100,1017.1,1018.64,1017.08,10.62,80.25,7.39,2.37,86,1.11
2020/3/12 08:16,3000,3100,100,1017.1,1018.64,1017.08,10.65,80.5,7.46,2.4,86,1.13
2020/3/12 08:16,3000,3100,100,1017.1,1018.64,1017.08,10.67,80.75,7.53,2.39,87,1.16
2020/3/12 08:17,3000,3100,100,1017.1,1018.64,1017.08,10.7,81,7.6,2.4,89,1.24
2020/3/12 08:17,3000,3100,100,1017.1,1018.64,1017.08,10.7,80.75,7.55,2.46,91,1.34
2020/3/12 08:17,3000,3100,100,1017.1,1018.64,1017.08,10.7,80.5,7.51,2.55,91,1.39
2020/3/12 08:17,3000,3100,100,1017.1,1018.64,1017.08,10.7,80.25,7.46,2.58,91,1.41
2020/3/12 08:18,3000,3100,100,1017.1,1018.64,1017.08,10.7,80,7.42,2.56,91,1.4
2020/3/12 08:18,3000,3100,100,1017.1,1018.64,1017.08,10.7,80,7.42,2.56,90,1.35
2020/3/12 08:18,3000,3200,100,1017.1,1018.64,1017.08,10.7,80,7.42,2.54,90,1.34
2020/3/12 08:18,3000,3200,100,1017.1,1018.64,1017.08,10.7,80,7.42,2.59,91,1.41
2020/3/12 08:19,3000,3200,100,1017.1,1018.64,1017.08,10.7,80,7.42,2.6,90,1.38
2020/3/12 08:19,3000,3200,100,1017.08,1018.62,1017.06,10.72,80,7.44,2.62,90,1.39
2020/3/12 08:19,3000,3200,100,1017.05,1018.59,1017.03,10.75,80,7.46,2.66,89,1.37
2020/3/12 08:19,3000,3200,100,1017.02,1018.56,1017,10.78,80,7.49,2.72,89,1.4
2020/3/12 08:20,3000,3200,100,1017,1018.54,1016.98,10.8,80,7.51,2.79,89,1.43
2020/3/12 08:20,3000,3200,100,1017,1018.54,1016.98,10.83,80,7.54,2.83,89,1.46
2020/3/12 08:20,3000,3200,100,1017,1018.54,1016.98,10.85,80,7.56,2.86,88,1.43
2020/3/12 08:20,3000,3200,100,1017,1018.54,1016.98,10.88,80,7.58,2.85,86,1.34
2020/3/12 08:21,3000,3300,100,1017,1018.54,1016.98,10.9,80,7.61,2.91,85,1.32
2020/3/12 08:21,3000,3300,100,1017,1018.54,1016.98,10.9,79.75,7.57,2.89,85,1.31
2020/3/12 08:21,3000,3200,100,1017,1018.54,1016.98,10.9,79.5,7.52,2.85,84,1.25
2020/3/12 08:21,3000,3200,100,1017,1018.54,1016.98,10.9,79.25,7.47,2.77,83,1.17
2020/3/12 08:22,3000,3200,100,1017,1018.54,1016.98,10.9,79,7.43,2.78,82,1.13
2020/3/12 08:22,3000,3200,100,1017,1018.54,1016.98,10.95,79.5,7.57,2.76,81,1.08
2020/3/12 08:22,3000,3200,100,1017,1018.54,1016.98,11,80,7.71,2.77,81,1.08
2020/3/12 08:22,3000,3200,100,1017,1018.54,1016.98,11.05,80.5,7.85,2.82,82,1.15
2020/3/12 08:23,3000,3200,100,1017,1018.54,1016.98,11.1,81,7.99,2.84,81,1.11
2020/3/12 08:23,3000,3200,100,1017,1018.54,1016.98,11.12,81,8.02,2.87,80,1.07
2020/3/12 08:23,3000,3200,100,1017,1018.54,1016.98,11.15,81,8.04,2.94,80,1.1
2020/3/12 08:23,3000,3200,100,1017,1018.54,1016.98,11.17,81,8.06,3,79,1.07
2020/3/12 08:24,3000,3200,100,1017,1018.54,1016.98,11.2,81,8.09,2.97,78,1.01
2020/3/12 08:24,3000,3200,100,1017,1018.54,1016.98,11.2,80.5,8,2.98,78,1.02
2020/3/12 08:24,3000,3200,100,1017,1018.54,1016.98,11.2,80,7.9,2.99,77,0.97
2020/3/12 08:24,3000,3200,100,1017,1018.54,1016.98,11.2,79.5,7.81,2.94,77,0.96
2020/3/12 08:25,3000,3200,100,1017,1018.54,1016.98,11.2,79,7.72,2.94,76,0.91
2020/3/12 08:25,3000,3200,100,1017,1018.54,1016.98,11.22,78.75,7.7,2.91,76,0.9
2020/3/12 08:25,3000,3200,100,1017,1018.54,1016.98,11.25,78.5,7.67,2.82,76,0.87
2020/3/12 08:25,3000,3200,100,1017,1018.54,1016.98,11.28,78.25,7.65,2.72,77,0.88
2020/3/12 08:26,3000,3200,100,1017,1018.54,1016.98,11.3,78,7.63,2.65,78,0.9
2020/3/12 08:26,3000,3200,100,1017,1018.54,1016.98,11.28,78,7.61,2.59,78,0.88
2020/3/12 08:26,3000,3200,100,1017,1018.54,1016.98,11.25,78,7.58,2.51,78,0.86
2020/3/12 08:26,3000,3200,100,1017,1018.54,1016.98,11.22,78,7.56,2.46,78,0.84
2020/3/12 08:27,3000,3200,100,1017,1018.54,1016.98,11.2,78,7.54,2.35,78,0.81
2020/3/12 08:27,3000,3200,100,1017,1018.54,1016.98,11.2,77.5,7.45,2.36,79,0.85
2020/3/12 08:27,3000,3200,100,1017,1018.54,1016.98,11.2,77,7.35,2.4,79,0.86
2020/3/12 08:27,3000,3200,100,1017,1018.54,1016.98,11.2,76.5,7.25,2.49,78,0.85
2020/3/12 08:28,3000,3200,100,1017,1018.54,1016.98,11.2,76,7.16,2.52,78,0.86
2020/3/12 08:28,3000,3200,100,1017,1018.54,1016.98,11.27,76.75,7.37,2.56,77,0.83
2020/3/12 08:28,3000,3200,100,1017,1018.54,1016.98,11.35,77.5,7.58,2.6,77,0.85
2020/3/12 08:28,3000,3200,100,1017,1018.54,1016.98,11.43,78.25,7.8,2.61,79,0.93
2020/3/12 08:29,3000,3300,100,1017,1018.54,1016.98,11.5,79,8.01,2.57,80,0.96
2020/3/12 08:29,3000,3300,100,1017,1018.54,1016.98,11.5,78.75,7.96,2.5,80,0.94
2020/3/12 08:29,3000,3300,100,1017,1018.54,1016.98,11.5,78.5,7.92,2.45,83,1.03
2020/3/12 08:29,3000,3300,100,1017,1018.54,1016.98,11.5,78.25,7.88,2.45,84,1.08
2020/3/12 08:30,3000,3300,100,1017,1018.54,1016.98,11.5,78,7.83,2.51,83,1.06
2020/3/12 08:30,3000,3300,100,1017,1018.54,1016.98,11.5,77,7.64,2.53,82,1.03
2020/3/12 08:30,3000,3400,100,1017,1018.54,1016.98,11.5,76,7.45,2.5,81,0.98
2020/3/12 08:30,3000,3400,100,1017,1018.54,1016.98,11.5,75,7.25,2.51,77,0.82
2020/3/12 08:31,3000,3400,100,1017,1018.54,1016.98,11.5,74,7.06,2.51,73,0.65
2020/3/12 08:31,3000,3500,100,1017,1018.54,1016.98,11.47,73.75,6.99,2.48,71,0.56
2020/3/12 08:31,3000,3500,100,1017,1018.54,1016.98,11.45,73.5,6.91,2.41,71,0.54
2020/3/12 08:31,3000,3500,100,1017,1018.54,1016.98,11.43,73.25,6.84,2.31,70,0.48
2020/3/12 08:32,3000,3500,100,1017,1018.54,1016.98,11.4,73,6.77,2.3,70,0.48
2020/3/12 08:32,3000,3400,100,1017,1018.54,1016.98,11.43,73.25,6.84,2.27,70,0.47
2020/3/12 08:32,3000,3400,100,1017,1018.54,1016.98,11.45,73.5,6.91,2.28,71,0.51
2020/3/12 08:32,3000,3400,100,1017,1018.54,1016.98,11.47,73.75,6.99,2.31,73,0.6
2020/3/12 08:33,3000,3500,100,1017,1018.54,1016.98,11.5,74,7.06,2.32,75,0.68
2020/3/12 08:33,3000,3500,100,1017.02,1018.56,1017,11.5,74,7.06,2.33,75,0.68
2020/3/12 08:33,3000,3600,100,1017.05,1018.59,1017.03,11.5,74,7.06,2.35,73,0.61
2020/3/12 08:33,3000,3600,100,1017.08,1018.62,1017.06,11.5,74,7.06,2.28,74,0.63
2020/3/12 08:34,3000,3600,100,1017.1,1018.64,1017.08,11.5,74,7.06,2.15,76,0.67
2020/3/12 08:34,3000,3600,100,1017.1,1018.64,1017.08,11.53,74,7.08,2.12,78,0.73
2020/3/12 08:34,3000,3500,100,1017.1,1018.64,1017.08,11.55,74,7.11,2.01,81,0.79
2020/3/12 08:34,3000,3500,100,1017.1,1018.64,1017.08,11.57,74,7.13,1.97,83,0.83
2020/3/12 08:35,3000,3500,100,1017.1,1018.64,1017.08,11.6,74,7.16,2.01,87,0.98
2020/3/12 08:35,3000,3400,100,1017.1,1018.64,1017.08,11.65,74.25,7.26,2,89,1.03
2020/3/12 08:35,3000,3400,100,1017.1,1018.64,1017.08,11.7,74.5,7.36,2.08,90,1.1
2020/3/12 08:35,3000,3400,100,1017.1,1018.64,1017.08,11.75,74.75,7.45,2.21,89,1.14
2020/3/12 08:36,3000,3500,100,1017.1,1018.64,1017.08,11.8,75,7.55,2.33,88,1.17
2020/3/12 08:36,3000,3500,100,1017.08,1018.62,1017.06,11.85,75.5,7.7,2.47,88,1.23
2020/3/12 08:36,3000,3500,100,1017.05,1018.59,1017.03,11.9,76,7.84,2.66,86,1.25
2020/3/12 08:36,3000,3500,100,1017.02,1018.56,1017,11.95,76.5,7.99,2.78,85,1.26
2020/3/12 08:37,3000,3400,100,1017,1018.54,1016.98,12,77,8.13,2.83,83,1.2
2020/3/12 08:37,3000,3400,100,1017,1018.54,1016.98,12,76.25,7.99,2.95,82,1.2
2020/3/12 08:37,3000,3400,100,1017,1018.54,1016.98,12,75.5,7.84,2.92,82,1.19
2020/3/12 08:37,3000,3400,100,1017,1018.54,1016.98,12,74.75,7.7,2.79,83,1.18
2020/3/12 08:38,3000,3400,100,1017,1018.54,1016.98,12,74,7.55,2.61,83,1.1
2020/3/12 08:38,3000,3400,100,1017,1018.54,1016.98,11.95,73.5,7.4,2.33,85,1.06
2020/3/12 08:38,3000,3500,100,1017,1018.54,1016.98,11.9,73,7.25,2.08,86,0.98
2020/3/12 08:38,3000,3500,100,1017,1018.54,1016.98,11.85,72.5,7.1,1.89,85,0.86
2020/3/12 08:39,3000,3400,100,1017,1018.54,1016.98,11.8,72,6.95,1.8,88,0.9
2020/3/12 08:39,3000,3400,100,1017.02,1018.56,1017,11.83,72.25,7.03,1.75,90,0.92
2020/3/12 08:39,3000,3400,100,1017.05,1018.59,1017.03,11.85,72.5,7.1,1.78,92,1
2020/3/12 08:39,3000,3400,100,1017.08,1018.62,1017.06,11.88,72.75,7.17,1.85,93,1.06
2020/3/12 08:40,3000,3400,100,1017.1,1018.64,1017.08,11.9,73,7.25,1.96,94,1.15
2020/3/12 08:40,3000,3400,100,1017.1,1018.64,1017.08,11.93,73.25,7.33,2.02,94,1.19
2020/3/12 08:40,3000,3400,100,1017.1,1018.64,1017.08,11.95,73.5,7.4,2.06,93,1.18
2020/3/12 08:40,3000,3400,100,1017.1,1018.64,1017.08,11.97,73.75,7.47,2.03,93,1.16
2020/3/12 08:41,3000,3400,100,1017.1,1018.64,1017.08,12,74,7.55,1.96,93,1.13
2020/3/12 08:41,3000,3400,100,1017.1,1018.64,1017.08,11.97,73.5,7.42,1.95,91,1.06
2020/3/12 08:41,3000,3400,100,1017.1,1018.64,1017.08,11.95,73,7.3,1.89,90,1
2020/3/12 08:41,3000,3400,100,1017.1,1018.64,1017.08,11.93,72.5,7.17,1.86,89,0.96
2020/3/12 08:42,3000,3400,100,1017.1,1018.64,1017.08,11.9,72,7.05,1.78,89,0.92
2020/3/12 08:42,3000,3400,100,1017.1,1018.64,1017.08,11.93,72,7.08,1.76,88,0.88
2020/3/12 08:42,3000,3400,100,1017.1,1018.64,1017.08,11.95,72,7.1,1.75,90,0.93
2020/3/12 08:42,3000,3400,100,1017.1,1018.64,1017.08,11.97,72,7.12,1.73,91,0.94
2020/3/12 08:43,3000,3400,100,1017.1,1018.64,1017.08,12,72,7.15,1.68,92,0.94
2020/3/12 08:43,3000,3300,100,1017.12,1018.66,1017.11,12,72.25,7.2,1.63,92,0.91
2020/3/12 08:43,3000,3300,100,1017.15,1018.69,1017.13,12,72.5,7.25,1.6,91,0.87
2020/3/12 08:43,3000,3400,100,1017.18,1018.72,1017.15,12,72.75,7.3,1.55,89,0.8
2020/3/12 08:44,3000,3400,100,1017.2,1018.74,1017.18,12,73,7.35,1.49,90,0.79
2020/3/12 08:44,3000,3400,100,1017.2,1018.74,1017.18,12.03,73,7.37,1.43,87,0.69
2020/3/12 08:44,3000,3400,100,1017.2,1018.74,1017.18,12.05,73,7.39,1.48,87,0.72
2020/3/12 08:44,3000,3400,100,1017.2,1018.74,1017.18,12.07,73,7.42,1.6,84,0.7
2020/3/12 08:45,3000,3400,100,1017.2,1018.74,1017.18,12.1,73,7.44,1.72,80,0.64
2020/3/12 08:45,3000,3400,100,1017.18,1018.72,1017.15,12.12,73,7.46,1.78,78,0.61
2020/3/12 08:45,3000,3400,100,1017.15,1018.69,1017.13,12.15,73,7.49,1.85,77,0.6
2020/3/12 08:45,3000,3400,100,1017.12,1018.66,1017.11,12.17,73,7.52,1.93,76,0.59
2020/3/12 08:46,3000,3400,100,1017.1,1018.64,1017.08,12.2,73,7.54,2.02,76,0.62
2020/3/12 08:46,3000,3400,100,1017.1,1018.64,1017.08,12.2,73.25,7.59,2.13,78,0.73
2020/3/12 08:46,3000,3300,100,1017.1,1018.64,1017.08,12.2,73.5,7.64,2.12,77,0.69
2020/3/12 08:46,3000,3300,100,1017.1,1018.64,1017.08,12.2,73.75,7.69,2.12,76,0.65
2020/3/12 08:47,3000,3300,100,1017.1,1018.64,1017.08,12.2,74,7.74,2.19,78,0.75
2020/3/12 08:47,3000,3300,100,1017.1,1018.64,1017.08,12.2,74,7.74,2.24,81,0.88
2020/3/12 08:47,3000,3300,100,1017.1,1018.64,1017.08,12.2,74,7.74,2.25,84,0.99
2020/3/12 08:47,3000,3300,100,1017.1,1018.64,1017.08,12.2,74,7.74,2.22,86,1.04
2020/3/12 08:48,3000,3400,100,1017.1,1018.64,1017.08,12.2,74,7.74,2.18,85,0.99
2020/3/12 08:48,3000,3400,100,1017.08,1018.62,1017.06,12.2,74,7.74,2.16,87,1.05
2020/3/12 08:48,3000,3500,100,1017.05,1018.59,1017.03,12.2,74,7.74,2.24,89,1.15
2020/3/12 08:48,3000,3500,100,1017.02,1018.56,1017,12.2,74,7.74,2.25,91,1.22
2020/3/12 08:49,3000,3500,100,1017,1018.54,1016.98,12.2,74,7.74,2.12,90,1.12
2020/3/12 08:49,3000,3500,100,1017,1018.54,1016.98,12.2,73.25,7.59,1.99,88,0.99
2020/3/12 08:49,3000,3500,100,1017,1018.54,1016.98,12.2,72.5,7.44,1.92,87,0.93
2020/3/12 08:49,3000,3500,100,1017,1018.54,1016.98,12.2,71.75,7.29,1.89,84,0.83
2020/3/12 08:50,3000,3500,100,1017,1018.54,1016.98,12.2,71,7.14,1.93,82,0.79
2020/3/12 08:50,3000,3500,100,1017,1018.54,1016.98,12.22,71.5,7.26,1.98,80,0.74
2020/3/12 08:50,3000,3500,100,1017,1018.54,1016.98,12.25,72,7.39,1.96,80,0.73
2020/3/12 08:50,3000,3400,100,1017,1018.54,1016.98,12.28,72.5,7.51,1.88,82,0.76
2020/3/12 08:51,3000,3400,100,1017,1018.54,1016.98,12.3,73,7.64,1.85,83,0.78
2020/3/12 08:51,3000,3400,100,1017,1018.54,1016.98,12.3,72.75,7.59,1.78,85,0.81
2020/3/12 08:51,3000,3500,100,1017,1018.54,1016.98,12.3,72.5,7.54,1.67,89,0.86
2020/3/12 08:51,3000,3500,100,1017,1018.54,1016.98,12.3,72.25,7.49,1.73,91,0.94
2020/3/12 08:52,3000,3500,100,1017,1018.54,1016.98,12.3,72,7.44,1.78,94,1.04
2020/3/12 08:52,3000,3500,100,1017.02,1018.56,1017,12.33,71.75,7.41,1.73,97,1.09
2020/3/12 08:52,3000,3500,100,1017.05,1018.59,1017.03,12.35,71.5,7.38,1.69,98,1.08
2020/3/12 08:52,3000,3500,100,1017.08,1018.62,1017.06,12.38,71.25,7.36,1.71,101,1.17
2020/3/12 08:53,3000,3500,100,1017.1,1018.64,1017.08,12.4,71,7.33,1.76,105,1.29
2020/3/12 08:53,3000,3500,100,1017.1,1018.64,1017.08,12.45,71,7.38,1.83,109,1.42
2020/3/12 08:53,3000,3500,100,1017.1,1018.64,1017.08,12.5,71,7.42,1.89,107,1.42
2020/3/12 08:53,3000,3500,100,1017.1,1018.64,1017.08,12.55,71,7.47,1.82,108,1.39
2020/3/12 08:54,3000,3500,100,1017.1,1018.64,1017.08,12.6,71,7.52,1.68,108,1.29
2020/3/12 08:54,3000,3600,100,1017.1,1018.64,1017.08,12.65,71,7.57,1.61,107,1.21
2020/3/12 08:54,3000,3600,100,1017.1,1018.64,1017.08,12.7,71,7.62,1.64,104,1.18
2020/3/12 08:54,3000,3600,100,1017.1,1018.64,1017.08,12.75,71,7.67,1.69,100,1.13
2020/3/12 08:55,3000,3600,100,1017.1,1018.64,1017.08,12.8,71,7.72,1.7,95,1.02
2020/3/12 08:55,3000,3500,100,1017.1,1018.64,1017.08,12.8,70.75,7.67,1.76,91,0.96
2020/3/12 08:55,3000,3500,100,1017.1,1018.64,1017.08,12.8,70.5,7.62,1.78,90,0.94
2020/3/12 08:55,3000,3500,100,1017.1,1018.64,1017.08,12.8,70.25,7.56,1.81,90,0.96
2020/3/12 08:56,3000,3500,100,1017.1,1018.64,1017.08,12.8,70,7.51,1.89,93,1.08
2020/3/12 08:56,3000,3600,100,1017.1,1018.64,1017.08,12.8,69.75,7.46,1.96,94,1.15
2020/3/12 08:56,3000,3600,100,1017.1,1018.64,1017.08,12.8,69.5,7.4,1.93,97,1.21
2020/3/12 08:56,3000,3600,100,1017.1,1018.64,1017.08,12.8,69.25,7.35,1.85,98,1.19
2020/3/12 08:57,3000,3600,100,1017.1,1018.64,1017.08,12.8,69,7.3,1.8,100,1.2
2020/3/12 08:57,3000,3600,100,1017.1,1018.64,1017.08,12.78,69,7.28,1.74,100,1.17
2020/3/12 08:57,3000,3600,100,1017.1,1018.64,1017.08,12.75,69,7.25,1.73,102,1.2
2020/3/12 08:57,3000,3600,100,1017.1,1018.64,1017.08,12.72,69,7.22,1.65,101,1.13
2020/3/12 08:58,3000,3600,100,1017.1,1018.64,1017.08,12.7,69,7.2,1.61,97,1.01
2020/3/12 08:58,3000,3600,100,1017.1,1018.64,1017.08,12.72,68.75,7.17,1.57,94,0.92
2020/3/12 08:58,3000,3600,100,1017.1,1018.64,1017.08,12.75,68.5,7.14,1.54,91,0.84
2020/3/12 08:58,3000,3600,100,1017.1,1018.64,1017.08,12.78,68.25,7.12,1.53,89,0.79
2020/3/12 08:59,3000,3600,100,1017.1,1018.64,1017.08,12.8,68,7.09,1.56,87,0.76
2020/3/12 08:59,3000,3600,100,1017.1,1018.64,1017.08,12.78,67.75,7.01,1.53,86,0.72
2020/3/12 08:59,3000,3600,100,1017.1,1018.64,1017.08,12.75,67.5,6.94,1.54,87,0.75
2020/3/12 08:59,3000,3600,100,1017.1,1018.64,1017.08,12.72,67.25,6.86,1.52,85,0.69
2020/3/12 09:00,3000,3600,100,1017.1,1018.64,1017.08,12.7,67,6.78,1.44,84,0.63
2020/3/12 09:00,3000,3600,100,1017.1,1018.64,1017.08,12.72,67.25,6.86,1.44,86,0.68
2020/3/12 09:00,3000,3600,100,1017.1,1018.64,1017.08,12.75,67.5,6.94,1.52,89,0.78
2020/3/12 09:00,3000,3600,100,1017.1,1018.64,1017.08,12.78,67.75,7.01,1.55,94,0.91
2020/3/12 09:01,3000,3600,100,1017.1,1018.64,1017.08,12.8,68,7.09,1.51,96,0.93
2020/3/12 09:01,3000,3600,100,1017.1,1018.64,1017.08,12.85,68.5,7.24,1.51,96,0.93
2020/3/12 09:01,3000,3700,100,1017.1,1018.64,1017.08,12.9,69,7.39,1.5,94,0.88
2020/3/12 09:01,3000,3700,100,1017.1,1018.64,1017.08,12.95,69.5,7.55,1.57,96,0.97
2020/3/12 09:02,3000,3700,100,1017.1,1018.64,1017.08,13,70,7.7,1.65,96,1.01
2020/3/12 09:02,3000,3700,100,1017.12,1018.66,1017.11,13,69.25,7.54,1.67,95,1
2020/3/12 09:02,3000,3700,100,1017.15,1018.69,1017.13,13,68.5,7.38,1.6,93,0.91
2020/3/12 09:02,3000,3600,100,1017.18,1018.72,1017.15,13,67.75,7.23,1.54,89,0.79
2020/3/12 09:03,3000,3600,100,1017.2,1018.74,1017.18,13,67,7.07,1.65,88,0.82
2020/3/12 09:03,3000,3600,100,1017.2,1018.74,1017.18,13.03,67.25,7.15,1.74,88,0.87
2020/3/12 09:03,3000,3600,100,1017.2,1018.74,1017.18,13.05,67.5,7.22,1.89,88,0.94
2020/3/12 09:03,3000,3600,100,1017.2,1018.74,1017.18,13.07,67.75,7.3,1.99,88,1
2020/3/12 09:04,3000,3600,100,1017.2,1018.74,1017.18,13.1,68,7.38,2.11,89,1.09
