LOCALDATE (BEIJING),SITE,PAINS (HPA),QNH AERODROME (HPA),ST,QFE R06 (HPA),ST,QFE R24 (HPA),ST,QFF AERODROME (HPA),TREND,TENDENCY,TEMP (°C),RH (%),DEWPOINT (°C),TU DATA
2019/12/15 08:26:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,9.8,84,7.24,   9.8    84 6B05
2019/12/15 08:27:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,9.8,84,7.24,   9.8    84 6B05
2019/12/15 08:28:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,9.8,84,7.24,   9.8    84 6B05
2019/12/15 08:29:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,9.9,85,7.51,   9.9    85 1FE7
2019/12/15 08:30:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,0.2,2,9.9,84,7.34,   9.9    84 2CD6
2019/12/15 08:31:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10,84,7.44,  10.0    84 DDA5
2019/12/15 08:32:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10,84,7.44,  10.0    84 DDA5
2019/12/15 08:33:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10.1,84,7.54,  10.1    84 9A76
2019/12/15 08:34:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10.1,83,7.36,  10.1    83 03E1
2019/12/15 08:35:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10.1,83,7.36,  10.1    83 03E1
2019/12/15 08:36:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10.1,83,7.36,  10.1    83 03E1
2019/12/15 08:37:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10.2,84,7.64,  10.2    84 5203
2019/12/15 08:38:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10.3,84,7.73,  10.3    84 15D0
2019/12/15 08:39:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,2,10.3,83,7.56,  10.3    83 8C47
2019/12/15 08:40:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.4,84,7.83,  10.4    84 D2C8
2019/12/15 08:41:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.3,83,7.56,  10.3    83 8C47
2019/12/15 08:42:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.3,82,7.38,  10.3    82 BF76
2019/12/15 08:43:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.4,83,7.66,  10.4    83 4B5F
2019/12/15 08:44:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.5,83,7.76,  10.5    83 0C8C
2019/12/15 08:45:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.6,82,7.68,  10.6    82 F7C8
2019/12/15 08:46:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.6,82,7.68,  10.6    82 F7C8
2019/12/15 08:47:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.6,82,7.68,  10.6    82 F7C8
2019/12/15 08:48:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.2,3,10.6,82,7.68,  10.6    82 F7C8
2019/12/15 08:49:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,0.2,3,10.7,82,7.78,  10.7    82 B01B
2019/12/15 08:50:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,0.1,2,10.7,81,7.6,  10.7    81 E548
2019/12/15 08:51:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,0.1,2,10.8,81,7.69,  10.8    81 3C8A
2019/12/15 08:52:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,0.1,2,10.8,82,7.87,  10.8    82 69D9
2019/12/15 08:53:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,0.1,2,10.8,81,7.69,  10.8    81 3C8A
2019/12/15 08:54:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,0.1,2,10.8,81,7.69,  10.8    81 3C8A
2019/12/15 08:55:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.1,2,10.9,81,7.79,  10.9    81 7B59
2019/12/15 08:56:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.1,2,10.9,81,7.79,  10.9    81 7B59
2019/12/15 08:57:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,0.1,2,10.9,80,7.61,  10.9    80 4868
2019/12/15 08:58:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.1,2,11,81,7.89,  11.0    81 4D15
2019/12/15 08:59:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,0.1,2,11.1,80,7.81,  11.1    80 39F7
2019/12/15 09:00:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.78,-0.2,6,11.2,80,7.9,  11.2    80 F182
2019/12/15 09:01:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.88,-0.2,6,11.4,80,8.1,  11.4    80 7149
2019/12/15 09:02:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,-0.2,6,11.4,79,7.92,  11.4    79 E7E0
2019/12/15 09:03:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,-0.2,6,11.5,80,8.2,  11.5    80 369A
2019/12/15 09:04:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,-0.2,6,11.4,79,7.92,  11.4    79 E7E0
2019/12/15 09:05:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,-0.2,6,11.5,80,8.2,  11.5    80 369A
2019/12/15 09:06:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,-0.2,6,11.6,79,8.11,  11.6    79 6846
2019/12/15 09:07:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,-0.2,6,11.5,78,7.83,  11.5    78 9302
2019/12/15 09:08:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,-0.2,6,11.6,79,8.11,  11.6    79 6846
2019/12/15 09:09:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,-0.2,6,11.7,79,8.21,  11.7    79 2F95
2019/12/15 09:10:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,11.9,79,8.4,  11.9    79 B184
2019/12/15 09:11:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,11.9,78,8.22,  11.9    78 82B5
2019/12/15 09:12:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,11.9,78,8.22,  11.9    78 82B5
2019/12/15 09:13:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,12,78,8.31,  12.0    78 6A73
2019/12/15 09:14:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,12,78,8.31,  12.0    78 6A73
2019/12/15 09:15:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,12.1,78,8.41,  12.1    78 2DA0
2019/12/15 09:16:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,12.1,77,8.22,  12.1    77 3D9E
2019/12/15 09:17:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,12.2,77,8.32,  12.2    77 F5EB
2019/12/15 09:18:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,12.2,77,8.32,  12.2    77 F5EB
2019/12/15 09:19:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.1,2,12.2,77,8.32,  12.2    77 F5EB
2019/12/15 09:20:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.2,1,12.1,77,8.22,  12.1    77 3D9E
2019/12/15 09:21:00,R06,1023.3,1024.85, ,1023.28, ,1023.45, ,1024.87,0.2,1,12.1,77,8.22,  12.1    77 3D9E
2019/12/15 09:22:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.1,77,8.22,  12.1    77 3D9E
2019/12/15 09:23:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.2,77,8.32,  12.2    77 F5EB
2019/12/15 09:24:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.3,77,8.42,  12.3    77 B238
2019/12/15 09:25:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.2,77,8.32,  12.2    77 F5EB
2019/12/15 09:26:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.2,76,8.13,  12.2    76 C6DA
2019/12/15 09:27:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.2,76,8.13,  12.2    76 C6DA
2019/12/15 09:28:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.2,76,8.13,  12.2    76 C6DA
2019/12/15 09:29:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.3,77,8.42,  12.3    77 B238
2019/12/15 09:30:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.4,76,8.32,  12.4    76 4611
2019/12/15 09:31:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.4,75,8.13,  12.4    75 1342
2019/12/15 09:32:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.5,76,8.42,  12.5    76 01C2
2019/12/15 09:33:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.6,75,8.32,  12.6    75 9CE4
2019/12/15 09:34:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.5,75,8.23,  12.5    75 5491
2019/12/15 09:35:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.5,75,8.23,  12.5    75 5491
2019/12/15 09:36:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.7,75,8.42,  12.7    75 DB37
2019/12/15 09:37:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.6,75,8.32,  12.6    75 9CE4
2019/12/15 09:38:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.5,74,8.03,  12.5    74 67A0
2019/12/15 09:39:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.77,0.2,1,12.5,75,8.23,  12.5    75 5491
2019/12/15 09:40:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.76,0.11,0,12.5,75,8.23,  12.5    75 5491
2019/12/15 09:41:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.76,0.11,0,12.7,75,8.42,  12.7    75 DB37
2019/12/15 09:42:00,R06,1023.2,1024.75, ,1023.18, ,1023.35, ,1024.76,0.11,0,12.7,74,8.22,  12.7    74 E806
2019/12/15 09:43:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.11,0,12.7,74,8.22,  12.7    74 E806
2019/12/15 09:44:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.11,0,12.7,74,8.22,  12.7    74 E806
2019/12/15 09:45:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.11,0,12.7,75,8.42,  12.7    75 DB37
2019/12/15 09:46:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.11,0,12.8,75,8.52,  12.8    75 02F5
2019/12/15 09:47:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.11,0,13,74,8.51,  13.0    74 405B
2019/12/15 09:48:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.11,0,13,73,8.32,  13.0    73 D9CC
2019/12/15 09:49:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.11,0,13,73,8.32,  13.0    73 D9CC
2019/12/15 09:50:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.01,0,13,73,8.32,  13.0    73 D9CC
2019/12/15 09:51:00,R06,1023.1,1024.65, ,1023.08, ,1023.25, ,1024.66,0.01,0,13,73,8.32,  13.0    73 D9CC
2019/12/15 09:52:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,0.01,0,13,73,8.32,  13.0    73 D9CC
2019/12/15 09:53:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,0.01,0,13,73,8.32,  13.0    73 D9CC
2019/12/15 09:54:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,0.01,0,13,73,8.32,  13.0    73 D9CC
2019/12/15 09:55:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,0.01,0,13.1,73,8.41,  13.1    73 9E1F
2019/12/15 09:56:00,R06,1022.9,1024.45, ,1022.88, ,1023.05, ,1024.46,0.01,0,13.3,73,8.61,  13.3    73 11B9
2019/12/15 09:57:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,0.01,0,13.4,71,8.3,  13.4    71 B0C3
2019/12/15 09:58:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,0.01,0,13.4,72,8.5,  13.4    72 E590
2019/12/15 09:59:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,0.01,0,13.4,71,8.3,  13.4    71 B0C3
2019/12/15 10:00:00,R06,1022.9,1024.45, ,1022.88, ,1023.05, ,1024.46,-0.29,8,13.1,71,8.01,  13.1    71 F87D
2019/12/15 10:01:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,-0.29,8,13.2,72,8.31,  13.2    72 655B
2019/12/15 10:02:00,R06,1022.9,1024.45, ,1022.88, ,1023.05, ,1024.46,-0.29,8,13.2,72,8.31,  13.2    72 655B
2019/12/15 10:03:00,R06,1023,1024.55, ,1022.98, ,1023.15, ,1024.56,-0.29,8,13.3,72,8.4,  13.3    72 2288
2019/12/15 10:04:00,R06,1022.9,1024.45, ,1022.88, ,1023.05, ,1024.46,-0.29,8,13.5,72,8.6,  13.5    72 A243
2019/12/15 10:05:00,R06,1022.9,1024.45, ,1022.88, ,1023.05, ,1024.46,-0.29,8,13.5,71,8.39,  13.5    71 F710
2019/12/15 10:06:00,R06,1022.9,1024.45, ,1022.88, ,1023.05, ,1024.46,-0.29,8,13.5,71,8.39,  13.5    71 F710
2019/12/15 10:07:00,R06,1022.9,1024.45, ,1022.88, ,1023.05, ,1024.46,-0.29,8,13.5,71,8.39,  13.5    71 F710
2019/12/15 10:08:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.29,8,13.5,70,8.18,  13.5    70 C421
2019/12/15 10:09:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.29,8,13.4,70,8.09,  13.4    70 83F2
2019/12/15 10:10:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.39,8,13.5,71,8.39,  13.5    71 F710
2019/12/15 10:11:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.39,8,13.5,71,8.39,  13.5    71 F710
2019/12/15 10:12:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.39,8,13.6,71,8.49,  13.6    71 3F65
2019/12/15 10:13:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.39,8,13.7,71,8.58,  13.7    71 78B6
2019/12/15 10:14:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.39,8,13.8,70,8.47,  13.8    70 9245
2019/12/15 10:15:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.39,8,13.8,70,8.47,  13.8    70 9245
2019/12/15 10:16:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.39,8,13.7,69,8.17,  13.7    69 C62F
2019/12/15 10:17:00,R06,1022.8,1024.35, ,1022.78, ,1022.95, ,1024.36,-0.39,8,13.8,70,8.47,  13.8    70 9245
2019/12/15 10:18:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.39,8,14.1,70,8.76,  14.1    70 D7B6
2019/12/15 10:19:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.39,8,13.9,68,8.14,  13.9    68 6B0F
2019/12/15 10:20:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.59,8,13.7,69,8.17,  13.7    69 C62F
2019/12/15 10:21:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.59,8,13.7,70,8.38,  13.7    70 4B87
2019/12/15 10:22:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.59,8,13.7,70,8.38,  13.7    70 4B87
2019/12/15 10:23:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.59,8,13.8,70,8.47,  13.8    70 9245
2019/12/15 10:24:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.59,8,13.9,69,8.36,  13.9    69 583E
2019/12/15 10:25:00,R06,1022.7,1024.25, ,1022.68, ,1022.85, ,1024.26,-0.59,8,14,69,8.45,  14.0    69 1DCD
2019/12/15 10:26:00,R06,1022.6,1024.15, ,1022.58, ,1022.75, ,1024.16,-0.59,8,14,69,8.45,  14.0    69 1DCD
2019/12/15 10:27:00,R06,1022.6,1024.15, ,1022.58, ,1022.75, ,1024.16,-0.59,8,14.1,69,8.55,  14.1    69 5A1E
2019/12/15 10:28:00,R06,1022.6,1024.15, ,1022.58, ,1022.75, ,1024.16,-0.59,8,14,68,8.24,  14.0    68 2EFC
2019/12/15 10:29:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.59,8,13.9,69,8.36,  13.9    69 583E
2019/12/15 10:30:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,13.8,69,8.26,  13.8    69 1FED
2019/12/15 10:31:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,13.9,70,8.57,  13.9    70 D596
2019/12/15 10:32:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,14.1,69,8.55,  14.1    69 5A1E
2019/12/15 10:33:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,14.1,68,8.34,  14.1    68 692F
2019/12/15 10:34:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,14.2,68,8.43,  14.2    68 A15A
2019/12/15 10:35:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,14.1,68,8.34,  14.1    68 692F
2019/12/15 10:36:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,13.9,68,8.14,  13.9    68 6B0F
2019/12/15 10:37:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,14,69,8.45,  14.0    69 1DCD
2019/12/15 10:38:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,14,68,8.24,  14.0    68 2EFC
2019/12/15 10:39:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.79,8,14,68,8.24,  14.0    68 2EFC
2019/12/15 10:40:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.69,8,14.2,68,8.43,  14.2    68 A15A
2019/12/15 10:41:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.96,-0.69,8,14.3,67,8.31,  14.3    67 F6B7
2019/12/15 10:42:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.96,-0.69,8,14.4,67,8.41,  14.4    67 31AF
2019/12/15 10:43:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.96,-0.69,8,14.4,66,8.19,  14.4    66 029E
2019/12/15 10:44:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.96,-0.69,8,14.4,66,8.19,  14.4    66 029E
2019/12/15 10:45:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.96,-0.69,8,14.4,67,8.41,  14.4    67 31AF
2019/12/15 10:46:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.96,-0.69,8,14.2,66,8,  14.2    66 8255
2019/12/15 10:47:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.96,-0.69,8,14.2,67,8.22,  14.2    67 B164
2019/12/15 10:48:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.96,-0.69,8,14.2,67,8.22,  14.2    67 B164
2019/12/15 10:49:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.06,-0.69,8,14.2,67,8.22,  14.2    67 B164
2019/12/15 10:50:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.05,-0.69,8,14.4,67,8.41,  14.4    67 31AF
2019/12/15 10:51:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.05,-0.69,8,14.4,67,8.41,  14.4    67 31AF
2019/12/15 10:52:00,R06,1022.6,1024.15, ,1022.58, ,1022.75, ,1024.15,-0.69,8,14.6,67,8.6,  14.6    67 BE09
2019/12/15 10:53:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.05,-0.69,8,14.6,66,8.38,  14.6    66 8D38
2019/12/15 10:54:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.05,-0.69,8,14.6,66,8.38,  14.6    66 8D38
2019/12/15 10:55:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.05,-0.69,8,14.7,65,8.25,  14.7    65 9FB8
2019/12/15 10:56:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.05,-0.69,8,14.6,66,8.38,  14.6    66 8D38
2019/12/15 10:57:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.05,-0.69,8,14.6,66,8.38,  14.6    66 8D38
2019/12/15 10:58:00,R06,1022.5,1024.05, ,1022.48, ,1022.65, ,1024.05,-0.69,8,14.6,66,8.38,  14.6    66 8D38
2019/12/15 10:59:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.95,-0.69,8,14.7,66,8.47,  14.7    66 CAEB
2019/12/15 11:00:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.95,-0.89,8,14.8,66,8.57,  14.8    66 1329
2019/12/15 11:01:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.95,-0.89,8,14.7,65,8.25,  14.7    65 9FB8
2019/12/15 11:02:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.95,-0.89,8,14.8,66,8.57,  14.8    66 1329
2019/12/15 11:03:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.95,-0.89,8,15,65,8.54,  15.0    65 37E5
2019/12/15 11:04:00,R06,1022.4,1023.95, ,1022.38, ,1022.55, ,1023.95,-0.89,8,15.1,65,8.63,  15.1    65 7036
